pageName,diffURL,editor,lineDelta,comment
"Las Vegas Marathon (horse race)","http://en.wikipedia.org/w/index.php?diff=630000183&oldid=629999976","098jk5l7",-44,"/* Removal from Breeders' Cup */"
"""Crocodile"" Dundee II","http://en.wikipedia.org/w/index.php?diff=630000184&oldid=623524631","172.17.100.81",8,"he has a big knife"
"Star Wars Rebels","http://en.wikipedia.org/w/index.php?diff=630000187&oldid=629953943","tfitfchr",287,"Undid revision 629915015 by [[Special:Contributions/Luthien22|Luthien22]] ([[User talk:Luthien22|talk]]): Yes, it did. Small text, but it was there."
"Ajeeb Daastaan Hai Ye","http://en.wikipedia.org/w/index.php?diff=630000194&oldid=629686306","124ttqqo",10,"/* Cast */Fixed name"
"Democratic Party of Hawaii","http://en.wikipedia.org/w/index.php?diff=630000196&oldid=629999491","ci99oche",-19,"Reverted edits by [[Special:Contributions/Teri_Heede|Teri_Heede]] ([[User talk:Teri_Heede|talk]]) ([[WP:HG|HG]])"
"Miss Universe 2014","http://en.wikipedia.org/w/index.php?diff=630000197&oldid=629943778","5b646q6b",3,"/* Contestants */"
"Global language system","http://en.wikipedia.org/w/index.php?diff=630000198&oldid=629991582","1gvvqkv7",823,"Edited section on ""Acceptance of the theory"" - added part on Van Parijs"
"Rhizobacteria","http://en.wikipedia.org/w/index.php?diff=630000201&oldid=629521318","172.24.254.39",-1,"/* Nitrogen fixation */"
"Paul Artadi","http://en.wikipedia.org/w/index.php?diff=630000205&oldid=630000058","gxp5fchv",-486,""
"Mela Koteluk","http://en.wikipedia.org/w/index.php?diff=630000207&oldid=630000146","3shslk59",16,""
"La Plata, Maryland","http://en.wikipedia.org/w/index.php?diff=630000208&oldid=619577609","njyp1prh",3,""
"Adele Ramos","http://en.wikipedia.org/w/index.php?diff=630000209&oldid=630000181","peh2thuc",31,"added [[Category:Women journalists]] using [[WP:HC|HotCat]]"
"Emacs","http://en.wikipedia.org/w/index.php?diff=630000210&oldid=629998528","xfwglncq",76,"/* GNU Emacs */ Added Windows ss"
"Grand Theft Auto (series)","http://en.wikipedia.org/w/index.php?diff=630000215&oldid=630000070","zqdblnkq",1,""
"Alan Smithers","http://en.wikipedia.org/w/index.php?diff=630000218&oldid=630000117","172.19.158.33",-2,"/* Early life */"
"Chetniks","http://en.wikipedia.org/w/index.php?diff=630000220&oldid=628167538","ail57qrl",112,"Fixed some errors about chetniks in Yugoslavia wars"
"Adele Ramos","http://en.wikipedia.org/w/index.php?diff=630000227&oldid=630000209","peh2thuc",39,"added [[Category:Women short story writers]] using [[WP:HC|HotCat]]"
"Larry Burrows","http://en.wikipedia.org/w/index.php?diff=630000228&oldid=617972909","zpntk6lf",97,"/* Life */"
"Chadwick Stokes Urmston","http://en.wikipedia.org/w/index.php?diff=630000229&oldid=630000109","172.22.84.13",0,""
"Ganesha","http://en.wikipedia.org/w/index.php?diff=630000230&oldid=629170116","172.24.164.235",-96,""
"USS Ronald Reagan (CVN-76)","http://en.wikipedia.org/w/index.php?diff=630000231&oldid=630000027","tti0uluu",4,"/* 2012 and 2013 */ added missing italics, removed definite article before ship name per MOS"
"Underwood","http://en.wikipedia.org/w/index.php?diff=630000232&oldid=628804165","3vnxh943",-70,"/* People */ Revert edit of 20:35, 3 March 2014‎"
"Florida gubernatorial election, 2014","http://en.wikipedia.org/w/index.php?diff=630000235&oldid=629966298","bzn2ouhc",9,"/* Campaigning */"
"Walt Disney Diamond Editions","http://en.wikipedia.org/w/index.php?diff=630000237&oldid=630000133","172.24.165.242",-12,"[[WP:AES|←]]Redirected page to [[List of Walt Disney and Buena Vista video releases#Diamond Editions]]"
"Graphics Interchange Format","http://en.wikipedia.org/w/index.php?diff=630000239&oldid=629983860","jgzsjj23",29,"rv POV"
"List of Gaelic games clubs in Ireland","http://en.wikipedia.org/w/index.php?diff=630000241&oldid=630000013","2ztjom74",26,"/* Wexford */"
"Boat","http://en.wikipedia.org/w/index.php?diff=630000246&oldid=630000084","l9jmsjrc",569,"Reverted 1 edit by [[Special:Contributions/Iruaeauiareu|Iruaeauiareu]] ([[User talk:Iruaeauiareu|talk]]): Rv unsourced edit."
"List of Sri Lankan films of the 1950s","http://en.wikipedia.org/w/index.php?diff=630000247&oldid=629999184","2kzp8k8l",84,"/* 1957 */"
"Kewa","http://en.wikipedia.org/w/index.php?diff=630000248&oldid=614888270","172.20.121.115",115,""
"Devil's Highway (film)","http://en.wikipedia.org/w/index.php?diff=630000250&oldid=630000143","g8onhct8",165,"/* Home media */ add archive link"
"Middlesex County, New Jersey","http://en.wikipedia.org/w/index.php?diff=630000251&oldid=629909768","e55ruole",228,"Rv troll"
"Big Sha","http://en.wikipedia.org/w/index.php?diff=630000254&oldid=629102645","172.31.35.80",318,""
"Hévíz–Balaton Airport","http://en.wikipedia.org/w/index.php?diff=630000256&oldid=629598512","172.23.196.69",-363,"/* Airlines and destinations */ all end tomorrow"
"Adele Ramos","http://en.wikipedia.org/w/index.php?diff=630000259&oldid=630000227","peh2thuc",25,"added [[Category:Women poets]] using [[WP:HC|HotCat]]"
"Miss World 2014","http://en.wikipedia.org/w/index.php?diff=630000264&oldid=629999965","5b646q6b",-1,"/* Crossovers */"
"Jerry Roberts","http://en.wikipedia.org/w/index.php?diff=630000265&oldid=629997679","qzthtmbf",56,"/* In retirement */ too good not to use"
"Ivan Lovrić (footballer)","http://en.wikipedia.org/w/index.php?diff=630000267&oldid=629998171","tk6ldtzi",1,"/* Club statistics */"
"Rhizobacteria","http://en.wikipedia.org/w/index.php?diff=630000272&oldid=630000201","172.22.242.145",1,"/* Nitrogen fixation */"
"Modern Art Foundry","http://en.wikipedia.org/w/index.php?diff=630000280&oldid=629999981","nsi683oe",-19,"Stub sorting."
"Queen Elizabeth's Grammar School, Ashbourne","http://en.wikipedia.org/w/index.php?diff=630000281&oldid=628686651","172.19.251.119",-4,""
"Apalon Technologies, LLC","http://en.wikipedia.org/w/index.php?diff=630000282&oldid=629978530","le498z4x",109,"+[[Category:Software companies of Belarus]]; +[[Category:Companies established in 2006]] using [[WP:HC|HotCat]], redirect link added."
"Ju Ju Wilson","http://en.wikipedia.org/w/index.php?diff=630000283&oldid=630000226","172.28.195.106",-8,""
"Jim Morrison","http://en.wikipedia.org/w/index.php?diff=630000286&oldid=629960544","172.26.52.91",0,""
"Comparison of programming languages","http://en.wikipedia.org/w/index.php?diff=630000289&oldid=629162149","172.21.15.238",10,"/* General comparison */"
"Sébastien Hamel","http://en.wikipedia.org/w/index.php?diff=630000291&oldid=563963416","c0gdana6",-62,"Image infobox"
"Federal Parliamentary Assembly","http://en.wikipedia.org/w/index.php?diff=630000292&oldid=629997470","0aufyss6",34,"+ link"
"Adele Ramos","http://en.wikipedia.org/w/index.php?diff=630000293&oldid=630000259","peh2thuc",40,"added [[Category:21st-century women writers]] using [[WP:HC|HotCat]]"
"Central Division (NBA)","http://en.wikipedia.org/w/index.php?diff=630000294&oldid=627108279","172.29.169.116",76,""
"Dominion (supermarket)","http://en.wikipedia.org/w/index.php?diff=630000295&oldid=629986102","172.29.24.175",34,""
"Lisa Phillips","http://en.wikipedia.org/w/index.php?diff=630000298&oldid=630000150","jjvpplin",-9,""
"Chemplast Cricket Ground","http://en.wikipedia.org/w/index.php?diff=630000301&oldid=622295439","n7shif3a",19,""
"Bacillus anthracis","http://en.wikipedia.org/w/index.php?diff=630000302&oldid=628112933","172.29.196.4",4,"/* pXO1 plasmid */"
"The Real Housewives of Atlanta","http://en.wikipedia.org/w/index.php?diff=630000304&oldid=629977563","urymjji4",177,"/* Timeline of housewives */"
"Friedrichshafen Airport","http://en.wikipedia.org/w/index.php?diff=630000305&oldid=629882628","172.24.24.73",-158,"/* Airlines and destinations */ ends tomorrow"
"Driftless Area","http://en.wikipedia.org/w/index.php?diff=630000306&oldid=621626726","172.30.52.187",-5,"/* Demographics */"
"Moinuddin Chishti","http://en.wikipedia.org/w/index.php?diff=630000307&oldid=628555835","ode9w6pl",16,"/* Establishing the Chishti Order in South Asia */"
"Adele Ramos","http://en.wikipedia.org/w/index.php?diff=630000308&oldid=630000293","peh2thuc",32,"added [[Category:21st-century poets]] using [[WP:HC|HotCat]]"
"Horace Walpole","http://en.wikipedia.org/w/index.php?diff=630000311&oldid=623538548","prf0jyci",42,""
"Got7","http://en.wikipedia.org/w/index.php?diff=630000313&oldid=629998659","p9f15pwc",-92,"Revert to previous version."
"Economy of India","http://en.wikipedia.org/w/index.php?diff=630000315&oldid=629999474","5e4hz81c",5,"reword"
"American Society of Clinical Oncology","http://en.wikipedia.org/w/index.php?diff=630000319&oldid=627392479","amsjxtbg",-54,"/* See also */ that article has been redirected here"
"Musl","http://en.wikipedia.org/w/index.php?diff=630000320&oldid=627860854","172.18.220.42",0,"1.1.5 release"
"Renault R35","http://en.wikipedia.org/w/index.php?diff=630000324&oldid=629745677","0iac617z",-1,"As there is no strict equality"
"USS Ronald Reagan (CVN-76)","http://en.wikipedia.org/w/index.php?diff=630000327&oldid=630000231","tti0uluu",-8,"/* 2014 */ removed definite articles before names of ships per MOS"
"Isabel Macías","http://en.wikipedia.org/w/index.php?diff=630000329&oldid=624562324","172.20.210.39",-89,"/* Competition record */"
"Stanley Spencer","http://en.wikipedia.org/w/index.php?diff=630000330&oldid=629758423","172.21.183.234",1,"/* Early life */"
"Miss Universe 2014","http://en.wikipedia.org/w/index.php?diff=630000331&oldid=630000197","5b646q6b",-1,"/* Crossovers */"
"Nadine Moussa","http://en.wikipedia.org/w/index.php?diff=630000333&oldid=629999908","172.21.37.193",-4,"/* Human rights */"
"Gary Nova","http://en.wikipedia.org/w/index.php?diff=630000334&oldid=629998973","04cuspsc",-93,"Reverted 1 [[WP:AGF|good faith]] edit by [[Special:Contributions/132.79.7.15|132.79.7.15]] using [[WP:STiki|STiki]]"
"List of songs sung by Ilaiyaraaja","http://en.wikipedia.org/w/index.php?diff=630000337&oldid=629999989","zqk153hz",18,"/* Songs List */"
"List of best-selling manga","http://en.wikipedia.org/w/index.php?diff=630000338&oldid=629999637","172.19.254.41",99,"/* Between 50 million and 100 million copies */"
"WTA Premier tournaments","http://en.wikipedia.org/w/index.php?diff=630000339&oldid=629907263","2mcm4or1",1247,"/* Results */"
"Chhath","http://en.wikipedia.org/w/index.php?diff=630000340&oldid=627766139","172.17.66.196",12,"minor change in first paragraph as it was a grammatical error"
"Alexander MacEwen","http://en.wikipedia.org/w/index.php?diff=630000342&oldid=627994744","172.23.126.228",20,""
"Sweet Talker (Jessie J album)","http://en.wikipedia.org/w/index.php?diff=630000344&oldid=629999840","172.25.53.205",97,"/* Charts */"
"Flip Benham","http://en.wikipedia.org/w/index.php?diff=630000346&oldid=630000119","172.22.3.30",29,"/* Recent activities */"
"Ron Klain","http://en.wikipedia.org/w/index.php?diff=630000352&oldid=629997412","a7viwnge",392,"added relevant ref - [[President Obama]] names [[Ron Klain]] ""[[Ebola Czar]]"" - per [[New York Times]], October 17, 2014."
"Dongguk University","http://en.wikipedia.org/w/index.php?diff=630000354&oldid=625925193","172.28.231.20",-155,"alphabeticized"
"Chadwick Stokes Urmston","http://en.wikipedia.org/w/index.php?diff=630000355&oldid=630000229","172.29.187.167",-10,""
"Devil's Highway (film)","http://en.wikipedia.org/w/index.php?diff=630000358&oldid=630000250","g8onhct8",124,"/* Accolades */ add archive link"
"Square Tower","http://en.wikipedia.org/w/index.php?diff=630000360&oldid=624033685","jm80hdrk",-106,"rm mention of individual wedding"
"Calling convention","http://en.wikipedia.org/w/index.php?diff=630000362&oldid=616944035","172.24.103.56",-82,"Deleted ""multiple issues""-box (of june 2012) as it was obiously a result of confusion between the concepts of calling conventions and that of the evaluation strategy of programming languages."
"Islamic State of Iraq and the Levant","http://en.wikipedia.org/w/index.php?diff=630000363&oldid=630000048","xihirc3j",-14,""
"List of awards and nominations received by Aerosmith","http://en.wikipedia.org/w/index.php?diff=630000365&oldid=629886202","q1cztkm0",-5,""
"Ned Bellamy","http://en.wikipedia.org/w/index.php?diff=630000367&oldid=629975259","xrdu5dud",0,"Undid revision 629975259 by [[Special:Contributions/24.151.94.26|24.151.94.26]] ([[User talk:24.151.94.26|talk]]) credits show 2011, not 2013"
"Smithsburg High School","http://en.wikipedia.org/w/index.php?diff=630000368&oldid=629999722","172.17.66.59",139,"/* Notable alumni */"
"Thistle","http://en.wikipedia.org/w/index.php?diff=630000369&oldid=629953484","58ew82yg",3605,"Sundry edits. Added refs and section on economic significance."
"Hurricane Gonzalo","http://en.wikipedia.org/w/index.php?diff=630000370&oldid=629999850","172.18.80.94",4,"/* Meteorological history */"
"Cobblestone architecture","http://en.wikipedia.org/w/index.php?diff=630000371&oldid=556280475","c9wq6nx8",128,"Mention of cobblestone buildings in Paris, Ontario."
"List of Bulgarian football transfers summer 2014","http://en.wikipedia.org/w/index.php?diff=630000372&oldid=629987714","6k8b2ymd",4,""
"Escort in Love","http://en.wikipedia.org/w/index.php?diff=630000373&oldid=627059482","172.16.185.72",629,""
"Whitchurch-on-Thames","http://en.wikipedia.org/w/index.php?diff=630000374&oldid=620098819","172.20.184.231",-33,""
"Colorado gubernatorial election, 2014","http://en.wikipedia.org/w/index.php?diff=630000377&oldid=629726029","bzn2ouhc",-49,"Update image"
"Cancerum Laingeekia Rogangalum","http://en.wikipedia.org/w/index.php?diff=630000378&oldid=628697761","11nc69gv",234,""
"Paul Artadi","http://en.wikipedia.org/w/index.php?diff=630000379&oldid=630000205","gxp5fchv",-3,"/* Outside Basketball */"
"Lucy Hale","http://en.wikipedia.org/w/index.php?diff=630000384&oldid=630000026","btag6eal",-95,"Reverted 1 edit by [[Special:Contributions/Goergmasterhulk|Goergmasterhulk]] ([[User talk:Goergmasterhulk|talk]]): Twitter can't be used as a source? ([[WP:TW|TW]])"
"Korra (The Legend of Korra)","http://en.wikipedia.org/w/index.php?diff=630000387&oldid=629943548","172.24.248.193",4,"/* Personality and characteristics */"
"South-Eastern Administrative Okrug","http://en.wikipedia.org/w/index.php?diff=630000386&oldid=540778022","v9uk38qd",1346,"a generic PoS infobox; ce/cleanup the rest"
"Emacs","http://en.wikipedia.org/w/index.php?diff=630000388&oldid=630000210","tq6y08rq",43,"/* Portability */ Broken link replaced with archive link"
"Alexander MacEwen","http://en.wikipedia.org/w/index.php?diff=630000389&oldid=630000342","172.22.155.142",0,""
"Same-sex marriage","http://en.wikipedia.org/w/index.php?diff=630000393&oldid=630000134","172.18.73.118",-24,"/* Mexico */"
"Bela Lugosi","http://en.wikipedia.org/w/index.php?diff=630000394&oldid=627999231","rxsorrq8",-8,""
"Las Vegas Marathon (horse race)","http://en.wikipedia.org/w/index.php?diff=630000396&oldid=630000183","098jk5l7",65,"/* Race history */"
"Binary code","http://en.wikipedia.org/w/index.php?diff=630000397&oldid=629904845","172.20.154.174",-1,""
"Robert Vansittart, 1st Baron Vansittart","http://en.wikipedia.org/w/index.php?diff=630000399&oldid=618428654","172.18.213.118",53,"/* Literary career */"
"Mikko Ilonen","http://en.wikipedia.org/w/index.php?diff=630000400&oldid=620716600","172.18.132.80",-246,"/* Career */"
"Saeed Rizvi","http://en.wikipedia.org/w/index.php?diff=630000402&oldid=629999492","172.22.87.221",6,"/* Filmography */"
"Iker Casillas","http://en.wikipedia.org/w/index.php?diff=630000404&oldid=629998227","6wj00if3",4,"Reverted 1 edit by [[Special:Contributions/83.237.200.113|83.237.200.113]] ([[User talk:83.237.200.113|talk]]): Incorrect edit summary. ([[WP:TW|TW]])"
"WTA Premier tournaments","http://en.wikipedia.org/w/index.php?diff=630000405&oldid=630000339","2mcm4or1",26,"/* 2015 */"
"Innateness hypothesis","http://en.wikipedia.org/w/index.php?diff=630000408&oldid=629957369","82nhx7gf",0,""
"Worm (disambiguation)","http://en.wikipedia.org/w/index.php?diff=630000409&oldid=628928968","nzdwdhmw",20,""
"Pension","http://en.wikipedia.org/w/index.php?diff=630000410&oldid=627972012","f56kvvq2",29,"/* Germany */"
"Fairfield College Preparatory School","http://en.wikipedia.org/w/index.php?diff=630000412&oldid=629471411","172.24.196.22",-183,"/* Other information */"
"Mela Koteluk","http://en.wikipedia.org/w/index.php?diff=630000414&oldid=630000207","3shslk59",183,"/* Discography */"
"Economy of India","http://en.wikipedia.org/w/index.php?diff=630000419&oldid=630000315","o88rc1cp",478,"/* Insurance */ +cites"
"Emsp","http://en.wikipedia.org/w/index.php?diff=630000418&oldid=552651567","zmckdsin",-34,"[[WP:AES|←]]Redirected page to [[Whitespace character]]"
"The Real Housewives of Beverly Hills","http://en.wikipedia.org/w/index.php?diff=630000420&oldid=629989431","urymjji4",-42,"/* Timeline of housewives */"
"Evan X Hyde","http://en.wikipedia.org/w/index.php?diff=630000421&oldid=625167468","peh2thuc",28,"added [[Category:Belizean poets]] using [[WP:HC|HotCat]]"
"Himna kosovskih junaka","http://en.wikipedia.org/w/index.php?diff=630000425&oldid=585339860","172.27.220.147",-13,""
