casename,Lot,Wafer,Outcome,FailureCode,SNSR1_C1,SNSR1_C2,SNSR1_C3,SNSR1_C4,SNSR1_C5,SNSR1_C6,SNSR1_C7,SNSR1_C8,SNSR1_C9,SNSR1_C10,SNSR1_C11,SNSR1_C12,SNSR1_C13,SNSR1_C14,SNSR1_C15,SNSR2_C1,SNSR2_C2,SNSR2_C3,SNSR2_C4,SNSR2_C5,SNSR2_C6,SNSR2_C7,SNSR2_C8,SNSR2_C9,SNSR2_C10,SNSR2_C11,SNSR2_C12,SNSR2_C13,SNSR2_C14,SNSR2_C15,SNSR3_C1,SNSR3_C2,SNSR3_C3,SNSR3_C4,SNSR3_C5,SNSR3_C6,SNSR3_C7,SNSR3_C8,SNSR3_C9,SNSR3_C10,SNSR3_C11,SNSR3_C12,SNSR3_C13,SNSR3_C14,SNSR3_C15,SNSR4_C1,SNSR4_C2,SNSR4_C3,SNSR4_C4,SNSR4_C5,SNSR4_C6,SNSR4_C7,SNSR4_C8,SNSR4_C9,SNSR4_C10,SNSR4_C11,SNSR4_C12,SNSR4_C13,SNSR4_C14,SNSR4_C15,SNSR5_C1,SNSR5_C2,SNSR5_C3,SNSR5_C4,SNSR5_C5,SNSR5_C6,SNSR5_C7,SNSR5_C8,SNSR5_C9,SNSR5_C10,SNSR5_C11,SNSR5_C12,SNSR5_C13,SNSR5_C14,SNSR5_C15,SNSR6_C1,SNSR6_C2,SNSR6_C3,SNSR6_C4,SNSR6_C5,SNSR6_C6,SNSR6_C7,SNSR6_C8,SNSR6_C9,SNSR6_C10,SNSR6_C11,SNSR6_C12,SNSR6_C13,SNSR6_C14,SNSR6_C15
206,B#3290,W#15,0,normal,-6,-6,609,604,-6,556,551,551,551,551,552,551,551,551,-5,-19,-19,593,-19,-19,125,-44,-44,-44,-45,-45,-46,-46,-45,-19,32,2374,2448,2403,1277,1389,1392,1392,1392,1392,1392,1392,1392,1392,618,1,1,2047,2047,1,1252,1293,1311,1328,1340,1341,1340,1167,1162,1,-11,-11,1081,547,-11,1024,1052,1027,1014,1016,1020,1047,1034,1016,-11,0,0,0,0,0,0,-98,-102,-104,-104,-105,-96,-91,-91,0
207,B#3290,W#16,0,normal,-6,-6,606,604,-6,555,552,551,552,550,551,551,550,551,-5,-19,-19,22,-20,-20,121,-45,-45,-45,-47,-46,-46,-47,-47,-19,51,2397,2448,2403,1293,1392,1392,1395,1392,1395,1395,1392,1395,1392,614,1,1,2047,2047,1,1260,1287,1303,1320,1327,1331,1331,1172,1158,1,-11,-11,1110,480,-11,1039,1050,1017,1005,1002,1008,1038,1030,1008,-11,0,0,-26,0,0,0,-100,-102,-103,-104,-104,-96,-92,-92,0
208,B#3291,W#17,0,normal,-6,-6,603,603,-5,543,550,551,552,551,552,551,551,550,-3,-18,-18,66,-18,-19,35,-84,-86,-85,-85,-85,-85,-87,-87,-18,32,2330,2438,2400,451,1389,1392,1392,1392,1392,1392,1392,1392,1392,1363,1,1,2047,2047,1,1206,1271,1297,1315,1327,1331,1329,1132,1126,19,-11,-11,1002,589,-11,908,958,954,946,943,944,961,953,935,4,0,0,0,-1,0,0,-90,-92,-93,-94,-94,-85,-84,-83,0
209,B#3292,W#01,0,normal,-5,605,604,603,-4,556,552,551,552,551,551,551,551,551,20,-16,63,-46,-16,-15,323,-43,-43,-43,-43,-43,-43,-44,-44,-16,2154,2442,2400,2397,1379,1389,1392,1392,1392,1392,1392,1395,1392,1389,1389,1,2047,2047,2022,1,1274,1304,1317,1328,1336,1340,1338,1184,1158,169,-11,969,719,406,-11,977,985,982,984,986,991,1012,1009,990,130,0,0,-23,0,0,45,-101,-103,-104,-104,-105,-97,-92,-91,0
210,B#3292,W#02,0,normal,-5,-5,608,604,-5,556,551,551,551,551,552,550,549,550,-4,-17,-16,26,-16,-16,328,-40,-42,-42,-42,-42,-44,-44,-45,-18,32,2406,2464,2400,1328,1392,1395,1395,1392,1398,1398,1392,1392,1392,1005,1,1,2047,2047,1,1256,1293,1305,1320,1328,1330,1327,1164,1156,4,-11,-11,1035,513,-11,991,1001,990,980,980,981,1007,998,987,-8,0,0,-1,0,0,45,-97,-100,-101,-103,-103,-94,-90,-90,0
211,B#3292,W#03,0,normal,-5,-5,604,603,-5,554,552,551,552,551,551,551,550,551,-4,-18,-18,418,-17,-17,161,-40,-42,-43,-42,-43,-42,-44,-44,-18,32,2394,2445,2403,1328,1389,1392,1392,1392,1395,1395,1395,1395,1392,982,1,1,2047,2047,1,1262,1294,1312,1326,1333,1336,1332,1172,1163,3,-11,-11,1011,489,-11,1005,1015,998,991,989,991,1024,1017,999,-9,0,0,-28,-1,0,5,-98,-101,-103,-103,-104,-95,-91,-91,0
212,B#3292,W#04,0,normal,-5,-5,605,604,-5,553,551,551,551,551,551,551,551,551,19,-18,-18,65,-17,-18,68,-42,-45,-44,-44,-44,-45,-45,-45,-18,38,2394,2461,2400,1334,1392,1392,1392,1392,1392,1392,1392,1395,1395,1392,1,1,2047,2047,1,1263,1291,1313,1322,1333,1335,1333,1171,1157,167,-11,-11,1013,483,-11,1013,1017,997,991,993,998,1029,1014,996,130,0,0,-28,1,0,-1,-98,-101,-102,-103,-104,-95,-90,-90,0
213,B#3292,W#05,0,normal,-5,-5,604,603,-5,555,552,551,552,551,551,551,551,551,-4,-18,-18,346,-17,-17,289,-43,-43,-43,-44,-44,-44,-44,-44,-18,32,2330,2438,2400,1190,1389,1392,1389,1392,1392,1392,1395,1398,1395,992,1,1,2047,2047,1,1260,1296,1314,1327,1336,1338,1338,1194,1156,3,-11,-11,992,521,-11,1006,1029,1014,1003,996,999,1028,1024,995,-9,0,0,0,0,0,43,-96,-101,-102,-103,-104,-96,-90,-90,0
214,B#3292,W#06,0,normal,-5,-6,607,604,-6,557,551,552,551,552,551,551,550,550,-3,-18,-19,591,-18,-19,317,-44,-45,-45,-44,-46,-46,-45,-46,-19,32,2330,2474,2406,1014,1392,1395,1395,1398,1395,1395,1398,1392,1392,1360,1,1,2047,2047,1,1257,1287,1312,1321,1332,1336,1336,1172,1158,19,-11,-11,1020,575,-11,1009,1025,1004,996,993,1000,1023,1021,1002,5,0,0,-1,0,0,46,-97,-101,-103,-103,-104,-95,-91,-91,0
215,B#3292,W#07,0,normal,-5,-5,606,603,-5,557,552,552,551,550,551,551,550,550,-3,-18,-18,44,-19,-19,306,-43,-45,-44,-45,-45,-45,-45,-45,-19,70,2400,2458,2400,1331,1389,1389,1392,1392,1395,1392,1389,1392,1392,1366,1,1,2047,2047,1,1266,1296,1313,1326,1331,1335,1334,1183,1157,19,-11,-11,993,488,-11,1025,1032,1012,1000,994,1000,1027,1026,997,5,0,0,-1,-1,0,45,-99,-102,-103,-103,-104,-96,-91,-90,0
216,B#3292,W#08,0,normal,-5,-6,606,603,-5,554,550,552,551,552,550,550,551,552,-4,-19,-19,405,-18,-19,165,-45,-43,-44,-45,-46,-45,-44,-44,-19,70,2339,2464,2397,1050,1392,1392,1389,1392,1392,1398,1392,1392,1392,979,1,1,2047,2047,1,1245,1293,1319,1332,1339,1342,1344,1202,1175,3,-11,-11,977,562,-11,984,1040,1026,1015,1010,1008,1036,1042,1017,-9,0,0,0,0,0,6,-97,-100,-103,-103,-103,-96,-92,-92,0
217,B#3292,W#09,0,normal,-5,-6,606,603,-5,556,551,552,551,552,552,550,550,551,19,-19,-19,506,-18,-19,320,-43,-44,-45,-45,-44,-44,-46,-45,-19,54,2339,2461,2406,819,1392,1392,1392,1395,1392,1392,1395,1392,1395,1389,1,1,2047,2047,1,1252,1286,1308,1324,1330,1334,1332,1186,1156,168,-11,-11,1016,585,-11,1002,1033,1017,1003,1001,1000,1027,1024,998,131,0,0,-1,0,0,46,-95,-99,-101,-102,-103,-95,-89,-89,0
218,B#3292,W#10,0,normal,-5,-5,605,603,-6,552,551,552,551,551,550,550,550,550,19,-19,-19,530,-19,-19,65,-45,-44,-44,-44,-46,-44,-45,-45,-19,51,2365,2451,2397,1213,1389,1392,1392,1395,1392,1392,1392,1392,1392,1386,1,1,2047,2047,1,1216,1284,1305,1319,1329,1333,1333,1193,1159,168,-11,-11,983,540,-11,907,1036,1023,1004,1000,1001,1034,1027,1004,131,0,0,0,-1,0,0,-93,-100,-102,-103,-104,-96,-91,-90,0
219,B#3292,W#11,0,normal,-6,-6,605,603,-5,555,551,551,551,551,551,551,551,551,-5,-19,-19,540,-19,-19,51,-45,-45,-45,-45,-46,-46,-46,-46,-19,643,2400,2451,2400,1165,1395,1392,1392,1392,1395,1392,1392,1395,1395,1011,1,1,2047,2047,1,1256,1295,1314,1325,1338,1342,1342,1165,1159,4,-11,-11,990,543,-11,1023,1044,1020,1009,1008,1013,1036,1018,1005,-9,0,0,-1,0,0,0,-97,-101,-103,-103,-104,-95,-91,-91,0
220,B#3292,W#12,0,normal,-6,-6,606,603,-5,556,551,551,552,551,551,551,550,550,-5,-19,-19,360,-19,-19,118,-45,-44,-44,-45,-45,-45,-45,-46,-19,70,2342,2435,2403,1242,1392,1392,1395,1395,1395,1395,1392,1398,1392,611,1,1,2047,2047,1,1248,1285,1300,1317,1324,1328,1326,1176,1154,1,-11,-11,968,527,-11,1005,1025,1009,994,993,993,1028,1022,998,-11,0,0,-1,0,0,0,-97,-101,-101,-103,-103,-96,-90,-90,0
221,B#3292,W#13,0,normal,-5,-6,604,603,-5,556,551,551,551,552,550,550,550,550,550,-19,-19,5,-19,-19,318,-44,-45,-44,-44,-44,-45,-46,-46,-19,70,2394,2445,2397,1325,1392,1392,1395,1395,1395,1389,1395,1395,1392,1389,1,1,2047,2047,1,1260,1290,1304,1317,1333,1338,1332,1167,1158,1157,-11,-11,1023,479,-11,1030,1038,1009,996,1000,1007,1034,1020,1003,998,0,0,-29,1,0,44,-97,-100,-101,-102,-103,-93,-90,-90,0
222,B#3292,W#14,0,normal,-5,-5,606,603,-6,555,551,551,552,552,551,550,550,550,-4,-19,-19,592,-19,-19,120,-46,-45,-45,-44,-45,-45,-45,-46,-19,70,2390,2438,2403,1302,1392,1392,1392,1395,1392,1392,1392,1392,1395,986,1,1,2047,2047,1,1251,1289,1308,1319,1328,1328,1328,1168,1152,3,-11,-11,1016,513,-11,1007,1029,1010,997,991,991,1028,1017,995,-9,0,0,-1,0,0,0,-97,-101,-102,-103,-104,-95,-90,-90,0
223,B#3292,W#15,0,normal,-5,-6,605,604,-5,554,551,551,551,551,551,550,550,550,-3,-19,-19,25,-19,-19,310,-45,-45,-44,-44,-45,-44,-45,-45,-19,70,2394,2442,2403,1290,1392,1395,1392,1395,1392,1395,1398,1398,1395,1373,1,1,2047,2047,1,1250,1288,1305,1320,1335,1336,1332,1162,1156,19,-11,-11,1017,516,-11,1013,1030,1011,996,1003,1001,1024,1015,1004,5,0,0,0,0,0,44,-96,-101,-102,-103,-104,-94,-91,-90,0
224,B#3292,W#16,0,normal,-6,-6,604,603,-5,556,551,552,551,551,551,551,551,551,-3,-19,-19,19,-19,-19,91,-43,-45,-44,-46,-46,-45,-46,-47,-19,32,2397,2458,2406,1328,1395,1395,1395,1395,1392,1389,1392,1392,1395,1366,1,1,2047,2047,1,1257,1291,1310,1322,1331,1334,1329,1162,1155,19,-11,-11,1003,486,-11,1024,1033,1011,1000,999,1002,1030,1017,1000,5,0,0,0,1,0,0,-98,-101,-103,-103,-104,-94,-91,-90,0
225,B#3292,W#17,0,normal,-5,-6,606,604,-6,557,551,551,551,552,552,550,550,550,-3,-19,-19,10,-19,-20,300,-45,-46,-45,-45,-45,-46,-47,-47,-20,38,2394,2438,2400,1264,1389,1389,1395,1392,1398,1395,1392,1392,1392,1363,1,1,2047,2047,1,1267,1289,1304,1322,1328,1332,1328,1157,1155,19,-11,-11,1013,508,-11,1037,1036,1009,998,996,1002,1030,1014,1000,5,0,0,0,0,0,43,-98,-101,-102,-103,-103,-93,-90,-90,0
226,B#3292,W#18,0,normal,-5,-6,607,604,-6,558,551,551,551,551,551,551,550,551,-3,-20,-20,28,-20,-20,98,-43,-45,-45,-44,-45,-45,-46,-46,-19,38,2368,2442,2403,1171,1389,1395,1392,1389,1392,1392,1392,1392,1395,1370,1,1,2047,2047,1,1258,1287,1308,1324,1329,1330,1329,1164,1155,19,-11,-11,1002,529,-11,1022,1029,1008,999,998,994,1024,1014,1001,5,0,0,0,0,0,0,-97,-100,-102,-103,-103,-94,-91,-89,0
227,B#3292,W#19,0,normal,-5,-6,607,603,-6,553,551,551,552,551,551,551,550,550,-5,-19,-19,52,-19,-19,329,-44,-45,-45,-44,-44,-44,-45,-45,-19,32,2400,2442,2406,1280,1389,1392,1395,1395,1395,1395,1395,1395,1392,976,1,1,2047,2047,1,1252,1291,1305,1317,1324,1327,1326,1168,1160,3,-11,-11,1000,465,-11,1015,1029,1012,998,993,993,1026,1017,1003,-9,0,0,-27,1,0,44,-97,-101,-101,-103,-103,-94,-91,-91,0
228,B#3292,W#20,0,normal,-6,602,603,603,-6,550,552,550,551,552,551,550,550,550,19,-19,9,-46,-19,-19,60,-44,-46,-45,-45,-45,-45,-46,-46,-19,54,2470,2422,2403,1382,1392,1392,1392,1392,1392,1395,1398,1395,1395,1395,1,2047,2047,2047,1,1267,1295,1311,1322,1327,1331,1325,1161,1156,169,-10,845,1009,483,-11,1040,1040,1011,1003,1000,1001,1033,1015,1004,132,0,0,-27,1,0,0,-98,-101,-102,-103,-103,-94,-91,-89,0
229,B#3292,W#21,0,normal,-5,-6,606,603,-5,557,551,552,551,551,552,550,550,550,-3,-19,-19,27,-19,-19,295,-45,-45,-45,-45,-45,-45,-46,-46,-19,70,2346,2461,2403,1216,1389,1392,1392,1392,1392,1392,1392,1398,1398,1373,1,1,2047,2047,1,1259,1292,1311,1322,1330,1334,1334,1181,1154,19,-11,-11,1004,523,-11,1024,1039,1016,1006,1000,1007,1035,1029,1001,5,0,0,0,0,0,44,-97,-101,-102,-103,-103,-96,-90,-89,0
230,B#3292,W#22,0,normal,-6,-5,605,604,-5,553,551,552,551,551,551,550,550,550,19,-19,-19,440,-19,-19,148,-44,-45,-45,-45,-45,-45,-46,-46,-19,32,2365,2442,2400,1306,1389,1392,1389,1395,1398,1395,1395,1398,1395,1392,1,1,2047,2047,1,1259,1294,1309,1319,1324,1329,1326,1163,1155,169,-11,-11,975,530,-11,1025,1040,1018,1004,996,1000,1034,1017,998,132,0,0,0,0,0,2,-97,-100,-102,-102,-102,-93,-89,-89,0
231,B#3292,W#23,0,normal,-6,-6,606,604,-5,553,551,552,551,551,552,550,550,550,-3,-19,-19,781,-19,-19,317,-44,-44,-44,-44,-44,-43,-46,-46,-19,32,2355,2451,2403,1126,1389,1392,1395,1395,1395,1398,1395,1395,1395,1370,1,1,2047,2047,1,1257,1295,1317,1331,1344,1344,1344,1204,1161,19,-11,-11,1001,569,-11,1008,1055,1033,1019,1014,1014,1040,1041,1005,6,0,0,0,0,0,44,-96,-101,-103,-104,-103,-97,-91,-91,0
232,B#3292,W#24,0,normal,-5,-6,603,602,-6,552,550,551,551,551,552,550,550,550,19,-19,-19,520,-19,-19,144,-46,-44,-44,-46,-46,-46,-45,-45,-19,51,2339,2477,2400,979,1389,1392,1395,1392,1395,1398,1398,1395,1392,1389,1,1,2047,2047,1,1248,1284,1308,1322,1329,1332,1328,1200,1160,169,-11,-11,964,567,-11,993,1037,1016,1006,1003,1000,1038,1034,1009,133,0,0,0,0,0,2,-95,-100,-102,-103,-102,-96,-90,-90,0
233,B#3292,W#26,0,normal,-5,602,603,603,-6,551,552,551,551,552,551,551,551,551,19,-19,60,-47,-19,-19,65,-44,-44,-44,-44,-43,-44,-44,-45,-19,2000,2448,2403,2390,1382,1392,1392,1392,1392,1395,1395,1398,1395,1392,1392,1,2047,2047,2047,1,1269,1296,1314,1325,1330,1333,1330,1168,1159,169,-11,975,820,446,-11,1038,1039,1012,1004,999,1000,1035,1021,1004,132,0,0,-25,0,0,0,-98,-100,-101,-102,-102,-94,-90,-90,0
234,B#3293,W#01,0,normal,-5,603,604,21,-4,557,552,551,552,552,551,550,551,550,19,-14,1087,-43,-15,-13,95,-40,-41,-41,-41,-42,-41,-42,-43,-16,2160,2406,2406,2390,1386,1392,1392,1392,1392,1395,1395,1395,1395,1398,1389,1,2047,2047,295,1,1280,1304,1320,1330,1336,1340,1334,1166,1158,169,-11,917,746,49,-11,1011,1010,999,1001,1000,1004,1029,1016,998,131,0,1,-21,1,0,-52,-104,-106,-106,-106,-107,-97,-92,-91,0
235,B#3293,W#02,0,normal,-5,-5,608,604,-5,556,551,552,551,551,551,551,551,551,-3,-16,-15,35,-15,-15,299,-39,-41,-41,-42,-42,-42,-43,-43,-16,54,2371,2445,2400,1325,1389,1402,1398,1395,1398,1395,1392,1395,1392,1366,1,1,2047,2047,1,1259,1290,1309,1325,1336,1339,1338,1177,1161,19,-11,-11,1014,540,-11,1000,1019,997,988,989,995,1025,1011,996,5,0,0,0,-1,0,43,-99,-102,-103,-104,-105,-97,-92,-92,0
236,B#3293,W#03,0,normal,-5,-5,606,603,-5,556,551,552,551,551,551,551,551,551,-4,-16,-17,790,-16,-16,304,-41,-42,-42,-41,-43,-42,-43,-43,-17,669,2378,2464,2400,1213,1392,1398,1395,1392,1392,1395,1395,1395,1398,995,1,1,2047,2047,1,1258,1289,1312,1327,1335,1337,1335,1172,1158,4,-11,-11,967,525,-11,1002,1021,997,992,990,991,1020,1010,992,-9,0,0,-1,0,0,44,-97,-100,-102,-103,-103,-94,-90,-90,0
237,B#3293,W#04,0,normal,-5,-5,605,603,-5,555,551,551,551,551,551,551,551,551,551,-17,-17,1041,-16,-16,129,-44,-44,-43,-45,-45,-45,-45,-45,-18,32,2390,2454,2406,1299,1392,1392,1392,1395,1395,1395,1395,1402,1392,1392,1,1,2047,2047,1,1260,1294,1309,1325,1333,1334,1336,1167,1163,1162,-11,-11,989,511,-11,1017,1034,1013,999,998,997,1027,1013,1001,998,0,0,0,0,0,0,-97,-101,-102,-103,-103,-93,-90,-90,0
238,B#3293,W#05,0,normal,-5,-5,605,604,-5,556,552,551,552,551,552,550,550,550,-4,-18,-18,19,-18,-18,331,-42,-44,-44,-43,-43,-43,-44,-45,-18,32,2394,2458,2403,1334,1392,1395,1395,1395,1395,1395,1395,1395,1395,970,1,1,2047,2047,1,1261,1296,1312,1323,1334,1337,1336,1184,1162,4,-11,-11,1021,516,-11,1023,1040,1021,1002,998,1001,1022,1016,998,-9,0,0,-1,-1,0,45,-97,-101,-102,-103,-103,-95,-90,-90,0
239,B#3293,W#06,0,normal,-5,-5,604,603,-5,553,551,551,552,551,551,551,550,551,-5,-18,-18,671,-18,-18,149,-44,-44,-44,-44,-45,-44,-45,-45,-19,70,2342,2432,2400,1197,1389,1392,1395,1392,1395,1395,1398,1402,1395,998,1,1,2047,2047,1,1261,1293,1311,1325,1336,1336,1332,1164,1163,4,-11,-11,965,527,-11,1020,1036,1012,1000,997,997,1024,1010,1002,-8,0,0,0,0,0,4,-97,-101,-102,-103,-104,-94,-90,-90,0
240,B#3293,W#07,0,normal,-6,-6,606,603,-6,557,551,551,551,552,551,551,550,551,-3,-18,-18,57,-19,-18,305,-43,-44,-45,-44,-45,-45,-46,-45,-19,54,2394,2438,2397,1331,1389,1392,1392,1392,1392,1395,1395,1395,1395,1366,1,1,2047,2047,1,1265,1293,1313,1326,1333,1333,1333,1167,1160,19,-11,-11,1006,489,-11,1031,1044,1016,1005,1001,998,1030,1016,1002,5,0,0,-27,1,0,44,-98,-101,-103,-104,-103,-94,-90,-90,0
241,B#3293,W#08,0,normal,-5,-5,607,603,-6,559,551,552,552,552,550,550,550,550,-5,-19,-19,619,-19,-19,290,-44,-44,-43,-45,-45,-44,-46,-46,-19,38,2355,2435,2400,1309,1392,1395,1398,1395,1398,1395,1389,1392,1395,614,1,1,2047,2047,1,1268,1295,1310,1327,1336,1338,1338,1170,1166,1,-11,-11,1003,524,-11,1039,1046,1018,1006,1005,1009,1044,1025,1008,-11,0,0,0,0,0,44,-97,-101,-102,-103,-103,-93,-91,-90,0
242,B#3293,W#09,0,normal,-5,-5,606,604,-5,554,551,551,551,551,551,551,551,551,-3,-18,-19,920,-19,-19,306,-45,-44,-44,-44,-44,-43,-44,-44,-19,74,2336,2461,2403,707,1392,1392,1392,1392,1395,1398,1398,1395,1392,1370,1,1,2047,2047,1,1249,1293,1309,1324,1331,1333,1332,1178,1163,20,-11,-11,970,608,-11,996,1045,1027,1008,999,999,1034,1022,1004,6,0,0,0,0,0,44,-95,-100,-101,-103,-103,-94,-90,-90,0
243,B#3293,W#10,0,normal,-5,-5,605,604,-5,559,551,552,551,552,552,550,550,550,-5,-19,-19,43,-19,-19,294,-44,-45,-45,-42,-45,-46,-45,-46,-19,42,2394,2461,2397,1299,1392,1395,1395,1392,1398,1395,1398,1398,1395,979,1,1,2047,2047,1,1258,1293,1310,1324,1332,1332,1329,1192,1160,4,-11,-11,1016,493,-11,1026,1044,1020,1008,1001,1000,1025,1021,1002,-9,0,0,0,0,0,44,-96,-100,-101,-102,-102,-95,-89,-89,0
244,B#3293,W#11,0,normal,-5,-6,608,604,-6,556,551,552,551,551,552,550,550,550,-3,-19,-19,77,-19,-19,92,-44,-44,-44,-45,-45,-45,-45,-46,-18,42,2394,2458,2400,1232,1392,1392,1392,1395,1392,1395,1398,1395,1395,1370,1,1,2047,2047,1,1260,1295,1311,1326,1333,1336,1332,1177,1158,21,-11,-11,1007,513,-11,1031,1043,1027,1006,1006,1005,1030,1020,1001,6,0,0,0,1,0,0,-97,-100,-101,-102,-103,-95,-90,-90,0
245,B#3293,W#12,0,normal,-5,-5,604,604,-6,554,551,552,552,551,552,551,550,550,-5,-19,-19,354,-19,-19,126,-44,-44,-46,-45,-44,-45,-46,-46,-19,38,2368,2438,2400,1174,1392,1395,1395,1395,1392,1392,1392,1392,1392,614,1,1,2047,2047,1,1253,1288,1310,1322,1330,1333,1332,1173,1161,1,-11,-11,984,535,-11,1017,1042,1019,1008,1005,1004,1041,1024,1005,-11,0,0,0,0,0,0,-96,-100,-102,-103,-103,-95,-90,-90,0
246,B#3293,W#13,0,normal,-5,-6,606,604,-5,555,551,552,551,552,552,550,550,550,-5,-18,-19,46,-19,-18,293,-45,-44,-44,-44,-45,-45,-46,-46,-19,70,2365,2458,2400,1274,1392,1395,1392,1395,1392,1398,1395,1395,1392,1002,1,1,2047,2047,1,1249,1292,1306,1320,1328,1328,1325,1172,1156,3,-11,-11,1004,509,-11,1010,1041,1022,1003,997,995,1022,1012,997,-9,0,-1,0,0,0,43,-96,-100,-101,-102,-102,-95,-90,-90,0
247,B#3293,W#14,0,normal,-5,-6,606,604,-6,556,552,552,551,551,550,551,550,550,-3,-19,-19,672,-19,-19,321,-42,-44,-44,-44,-45,-44,-45,-45,-19,42,2330,2448,2403,1005,1389,1389,1392,1395,1392,1392,1392,1395,1395,1366,1,1,2047,2047,1,1254,1295,1310,1322,1329,1332,1331,1168,1158,19,-11,-11,1004,575,-11,1022,1040,1021,1006,1001,1003,1031,1018,1002,5,0,0,-1,0,0,45,-96,-100,-101,-102,-103,-94,-90,-90,0
248,B#3293,W#15,0,normal,-6,606,604,603,-5,556,551,550,551,551,551,551,551,551,-4,-19,11,-46,-19,-19,94,-43,-45,-45,-45,-46,-45,-46,-46,-19,51,2461,2403,2397,1373,1392,1389,1392,1392,1395,1395,1392,1395,1392,982,1,2047,2047,2047,1,1275,1304,1315,1328,1336,1339,1330,1166,1164,4,-11,1013,945,467,-11,1051,1053,1024,1010,1010,1016,1049,1025,1011,-9,0,0,-29,1,0,-1,-98,-101,-102,-102,-103,-91,-90,-90,0
249,B#3293,W#16,0,normal,-6,-6,607,603,-6,558,551,552,551,550,550,550,550,550,-5,-19,-19,56,-19,-19,85,-43,-45,-45,-45,-45,-45,-46,-46,-19,32,2397,2451,2397,1338,1386,1392,1392,1398,1395,1395,1392,1392,1392,966,1,1,2047,2047,1,1267,1296,1309,1316,1331,1335,1332,1165,1163,3,-11,-11,1006,471,-11,1044,1046,1018,1005,1002,1012,1038,1020,1005,-9,0,0,-29,1,0,0,-97,-100,-101,-101,-102,-92,-90,-90,0
250,B#3293,W#17,0,normal,-6,-6,605,604,-6,554,551,551,551,551,552,550,550,550,-5,-19,-19,9,-19,-19,151,-44,-46,-46,-45,-45,-45,-46,-46,-19,653,2390,2438,2400,1347,1392,1395,1392,1395,1395,1392,1392,1395,1392,986,1,1,2047,2047,1,1273,1297,1317,1323,1336,1339,1334,1172,1166,4,-11,-11,1020,493,-11,1055,1056,1024,1011,1010,1012,1039,1028,1010,-9,0,0,0,0,0,3,-99,-101,-102,-103,-103,-94,-91,-91,0
251,B#3293,W#18,0,normal,-6,-6,605,604,-6,555,551,552,551,551,552,550,550,550,-5,-19,-19,551,-19,-19,121,-45,-44,-44,-44,-44,-44,-45,-45,-18,51,2320,2458,2403,1037,1392,1395,1395,1392,1395,1392,1392,1395,1395,614,1,1,2047,2047,1,1250,1288,1311,1327,1334,1337,1334,1167,1159,1,-11,-11,973,555,-11,1002,1044,1025,1011,1006,1008,1042,1023,1005,-11,0,0,-1,0,0,0,-96,-100,-102,-103,-104,-95,-90,-90,0
252,B#3293,W#19,0,normal,-5,602,604,603,-6,553,551,551,552,551,551,551,551,551,-3,-19,20,-39,-19,-19,65,-42,-44,-44,-44,-44,-44,-45,-45,-19,54,2464,2432,2397,1357,1392,1392,1392,1395,1395,1392,1395,1395,1395,1373,1,2047,2047,2047,1,1264,1292,1312,1321,1332,1333,1331,1165,1158,19,-11,847,990,473,-11,1043,1044,1016,1006,1004,1006,1035,1019,1003,5,0,0,-29,1,0,-1,-98,-100,-102,-102,-103,-93,-90,-90,0
253,B#3293,W#20,0,normal,-6,-5,605,604,-6,556,552,551,552,551,551,551,551,551,-3,-19,-19,2,-19,-19,345,-43,-44,-44,-44,-44,-44,-44,-45,-19,38,2403,2454,2403,1261,1389,1395,1395,1392,1392,1392,1395,1392,1395,1366,1,1,2047,2047,1,1257,1288,1311,1321,1331,1333,1329,1165,1160,19,-11,-11,994,504,-11,1026,1039,1015,1010,1005,1008,1034,1022,1003,5,0,0,-1,0,0,45,-97,-100,-102,-103,-103,-93,-90,-90,-1
254,B#3293,W#21,0,normal,-5,-5,606,603,-6,559,552,551,551,551,551,550,550,550,-4,-18,-18,578,-18,-19,294,-45,-44,-44,-44,-44,-44,-46,-46,-19,646,2384,2445,2400,1200,1389,1395,1395,1398,1392,1395,1395,1395,1395,970,1,1,2047,2047,1,1268,1295,1310,1325,1332,1334,1332,1165,1158,4,-11,-11,969,522,-11,1044,1051,1023,1008,1010,1010,1040,1024,1006,-9,0,0,-1,0,0,44,-98,-100,-101,-103,-103,-94,-90,-90,0
255,B#3293,W#22,0,normal,-5,-6,606,603,-6,554,551,551,551,552,551,551,550,551,-3,-18,-19,8,-19,-19,302,-43,-44,-44,-44,-44,-44,-44,-45,-19,32,2387,2448,2403,1283,1389,1392,1395,1392,1392,1392,1389,1392,1392,1366,1,1,2047,2047,1,1263,1295,1315,1331,1341,1342,1344,1208,1166,19,-11,-11,1011,532,-11,1032,1060,1032,1021,1019,1021,1049,1054,1016,6,0,0,0,0,0,44,-96,-100,-102,-103,-103,-96,-90,-90,0
256,B#3293,W#24,0,normal,-6,-6,603,602,-6,553,551,552,551,551,551,550,550,550,-5,-18,-18,588,-19,-19,161,-44,-44,-44,-44,-44,-44,-45,-45,-18,51,2365,2429,2400,1203,1392,1392,1395,1392,1392,1395,1395,1398,1395,608,1,1,2047,2047,1,1256,1295,1314,1324,1331,1334,1334,1168,1162,1,-11,-11,972,558,-11,1022,1055,1029,1013,1013,1014,1037,1023,1009,-11,0,0,0,0,0,6,-96,-100,-102,-103,-103,-94,-90,-90,0
